gene,condition,replicate,time_h,log2_expr
Npas2,WT,2,24.0,4.471386300267245
Npas2,WT,2,26.0,4.397501427919311
Npas2,WT,2,28.0,3.9392494882204265
Npas2,WT,2,30.0,3.9566356276280437
Npas2,WT,2,32.0,4.786416193403086
Npas2,WT,2,34.0,4.731489040149538
Npas2,WT,2,36.0,5.096344023208709
Npas2,WT,2,38.0,5.545740175830171
Npas2,WT,2,40.0,5.479781844015486
Npas2,WT,2,42.0,5.508582476870232
Npas2,WT,2,44.0,5.471555078934465
Npas2,WT,2,46.0,5.108850145523853
Npas2,WT,2,48.0,4.383896542745728
Npas2,WT,3,0.0,4.953121284144199
Npas2,WT,3,2.0,4.274567404354718
Npas2,WT,3,4.0,3.9658396361937913
Npas2,WT,3,6.0,3.995097145988846
Npas2,WT,3,8.0,4.298235964518041
Npas2,WT,3,10.0,5.115810745221763
Npas2,WT,3,12.0,4.780390710191162
Npas2,WT,3,14.0,5.432265974392935
Npas2,WT,3,16.0,5.041841749969263
Npas2,WT,3,18.0,5.5759062452585715
Npas2,WT,3,20.0,5.617138995807964
Npas2,WT,3,22.0,5.015109392261586
Npas2,WT,3,24.0,4.551647485588389
Npas2,WT,3,26.0,4.453750447466508
Npas2,WT,3,28.0,4.395253982899498
Npas2,WT,3,30.0,4.395773612706206
Npas2,WT,3,32.0,4.91529420305922
Npas2,WT,3,34.0,4.797076963309942
Npas2,WT,3,36.0,4.961717004638486
Npas2,WT,3,38.0,5.3863612733541055
Npas2,WT,3,40.0,5.566871458247751
Npas2,WT,3,42.0,5.592900664609301
Npas2,WT,3,44.0,5.357760941794129
Npas2,WT,3,46.0,5.081737669686803
Npas2,WT,3,48.0,4.256008209325057
Npas2,WT,4,0.0,4.952192873986794
Npas2,WT,4,2.0,4.278491322946721
Npas2,WT,4,4.0,3.9365696996605815
Npas2,WT,4,6.0,4.379653703398968
Npas2,WT,4,8.0,4.725203802453392
Npas2,WT,4,10.0,4.832242718940857
Npas2,WT,4,12.0,5.114564514882737
Npas2,WT,4,14.0,5.159191924916362
Npas2,WT,4,16.0,6.294189673945282
Npas2,WT,4,18.0,5.796362633710247
Npas2,WT,4,20.0,5.107423723853218
Npas2,WT,4,22.0,4.879365743717014
Npas2,WT,4,24.0,4.7307310287022
Npas2,WT,4,26.0,4.007189898452877
Npas2,WT,4,28.0,4.262373646864464
Npas2,WT,4,30.0,4.115091331023665
Npas2,WT,4,32.0,4.728743389655826
Npas2,WT,4,34.0,4.985323761132935
Npas2,WT,4,36.0,4.4319981702180264
Npas2,WT,4,38.0,5.428281717357595
Npas2,WT,4,40.0,5.180629219771782
Npas2,WT,4,42.0,5.843125818551902
Npas2,WT,4,44.0,5.4072943623834435
Npas2,WT,4,46.0,5.175347548009502
Npas2,WT,4,48.0,4.407439542278011
Clock,WT,1,0.0,8.184994836667567
Clock,WT,1,2.0,8.187185054535957
Clock,WT,1,4.0,7.398041797472611
Clock,WT,1,6.0,7.77217871095397
Clock,WT,1,8.0,7.554047444539397
Clock,WT,1,10.0,7.776716263085903
Clock,WT,1,12.0,7.52686662721746
Clock,WT,1,14.0,8.354637141415383
Clock,WT,1,16.0,7.661897868252619
Clock,WT,1,18.0,7.8138298590637865
Clock,WT,1,20.0,7.968646685081524
Clock,WT,1,22.0,7.620718672519348
Clock,WT,1,24.0,7.662545023267127
Clock,WT,1,26.0,7.538065016944397
Clock,WT,1,28.0,7.630869368002416
Clock,WT,1,30.0,7.389531001740354
Clock,WT,1,32.0,7.618390176657244
Clock,WT,1,34.0,7.737220209271195
Clock,WT,1,36.0,7.765274258513635
Clock,WT,1,38.0,7.905069416828867
Clock,WT,1,40.0,7.830749962189756
Clock,WT,1,42.0,8.072818590531282
Clock,WT,1,44.0,7.756882410801451
Clock,WT,1,46.0,7.7421161647099455
Clock,WT,1,48.0,7.5508359539625225
Clock,WT,2,0.0,7.596258567139883
Clock,WT,2,2.0,7.366043515043418
Clock,WT,2,4.0,7.793930788348654
Clock,WT,2,6.0,7.3933454260742675
Clock,WT,2,8.0,7.535908952089862
Clock,WT,2,10.0,7.872419910303887
Clock,WT,2,12.0,7.9439192135097345
Clock,WT,2,14.0,7.787822075018961
Clock,WT,2,16.0,7.399376293401086
Clock,WT,2,18.0,7.992979134637054
Clock,WT,2,20.0,7.908166817026908
Clock,WT,2,22.0,7.429513538255436
Clock,WT,2,24.0,7.914953651398826
Clock,WT,2,26.0,7.503700028442782
Clock,WT,2,28.0,7.382687527673164
Clock,WT,2,30.0,7.706099338256495
Clock,WT,2,32.0,7.683269587708016
Clock,WT,2,34.0,7.839599440697042
Clock,WT,2,36.0,7.4472687448835595
Clock,WT,2,38.0,8.343954457173512
Clock,WT,2,40.0,7.753360863393005
Clock,WT,2,42.0,7.4996009112973345
Clock,WT,2,44.0,7.992391939389695
Clock,WT,2,46.0,7.687577531258623
Clock,WT,2,48.0,7.798245909404711
Clock,WT,3,0.0,7.642985169512433
Clock,WT,3,2.0,7.667231622628366
Clock,WT,3,4.0,7.7256777690638225
Clock,WT,3,6.0,7.492311709491666
Clock,WT,3,8.0,7.892057950601833
Clock,WT,3,10.0,7.6651337225312
Clock,WT,3,12.0,7.625854085980983
Clock,WT,3,14.0,7.907108868225854
Clock,WT,3,16.0,8.015453065646046
Clock,WT,3,18.0,7.8305809774085
Clock,WT,3,20.0,7.627646005534002
Clock,WT,3,22.0,7.937555233700538
Clock,WT,3,24.0,7.2822909326695076
Clock,WT,3,26.0,7.421258944542255
Clock,WT,3,28.0,7.674115279344835
Clock,WT,3,30.0,7.341901810939164
Clock,WT,3,32.0,7.734885761620112
Clock,WT,3,34.0,7.77522766094464
Clock,WT,3,36.0,8.073390706679211
Clock,WT,3,38.0,7.662199340152095
Clock,WT,3,40.0,7.747548886118526
Clock,WT,3,42.0,7.967811159596687
Clock,WT,3,44.0,7.223290494696456
Clock,WT,3,46.0,8.551289138512564
Clock,WT,3,48.0,7.542368605346043
Clock,WT,4,0.0,7.545428513987303
Clock,WT,4,2.0,7.897448590474275
Clock,WT,4,4.0,7.6542765977702425
Clock,WT,4,6.0,7.234117775811493
Clock,WT,4,8.0,7.879104896660097
Clock,WT,4,10.0,7.996453205800888
Clock,WT,4,12.0,7.730789303654616
Clock,WT,4,14.0,7.817450673197222
Clock,WT,4,16.0,8.025688895338133
Clock,WT,4,18.0,7.660655750334548
Clock,WT,4,20.0,7.95287309335562
Clock,WT,4,22.0,7.832433469734505
Clock,WT,4,24.0,7.553639976756222
Clock,WT,4,26.0,7.330949510098177
Clock,WT,4,28.0,7.607833099021217
Clock,WT,4,30.0,7.463311095950388
Clock,WT,4,32.0,7.978239751977861
Clock,WT,4,34.0,7.824964782574236
Clock,WT,4,36.0,8.044226890104643
Clock,WT,4,38.0,7.924552411941533
Clock,WT,4,40.0,7.969750796300194
Clock,WT,4,42.0,7.688766009113842
Clock,WT,4,44.0,8.004693248890945
Clock,WT,4,46.0,8.222453132360673
Clock,WT,4,48.0,7.6396093990821
Per1,WT,1,0.0,7.686769561995959
Per1,WT,1,2.0,7.918068833854457
Per1,WT,1,4.0,7.7146434674796645
Per1,WT,1,6.0,7.325282260137505
Per1,WT,1,8.0,7.080197149044913
Per1,WT,1,10.0,6.521151522722321
Per1,WT,1,12.0,6.62811315339093
Per1,WT,1,14.0,6.157892053543747
Per1,WT,1,16.0,6.37331039646266
Per1,WT,1,18.0,6.8732418820216905
Per1,WT,1,20.0,7.017969306628115
Per1,WT,1,22.0,7.900559790918204
Per1,WT,1,24.0,7.699635882119177
Per1,WT,1,26.0,7.754191872379066
Per1,WT,1,28.0,7.718383717134339
Per1,WT,1,30.0,7.430013534857538
Per1,WT,1,32.0,6.647842101788726
Per1,WT,1,34.0,6.545043381737419
Per1,WT,1,36.0,5.829784554244725
Per1,WT,1,38.0,6.50838381052861
Per1,WT,1,40.0,6.29815388112771
Per1,WT,1,42.0,6.517280064876479
Per1,WT,1,44.0,6.913484628703227
Per1,WT,1,46.0,7.484643624775894
Per1,WT,1,48.0,7.822655262045356
Per1,WT,2,0.0,7.5738354525216565
Per1,WT,2,2.0,7.727579235946337
Per1,WT,2,4.0,7.788169787114561
Per1,WT,2,6.0,7.37045614785198
Per1,WT,2,8.0,7.280452013972452
Per1,WT,2,10.0,6.878348499546226
Per1,WT,2,12.0,6.272400055830238
Per1,WT,2,14.0,6.276241535818598
Per1,WT,2,16.0,5.958535308648523
Per1,WT,2,18.0,6.794590842379894
Per1,WT,2,20.0,7.085512402375935
Per1,WT,2,22.0,7.662542734883679
Per1,WT,2,24.0,8.25789846814762
Per1,WT,2,26.0,7.3860593587645065
Per1,WT,2,28.0,7.875187516610259
Per1,WT,2,30.0,7.183913117057356
Per1,WT,2,32.0,7.146220824664611
Per1,WT,2,34.0,6.225488718412515
Per1,WT,2,36.0,6.122806310103582
Per1,WT,2,38.0,6.211032649332329
Per1,WT,2,40.0,6.471780465588476
Per1,WT,2,42.0,6.696468018384615
Per1,WT,2,44.0,6.942361423527167
Per1,WT,2,46.0,7.442368188899092
Per1,WT,2,48.0,8.099550851965308
Per1,WT,3,0.0,7.8335882900028615
Per1,WT,3,2.0,7.536574410191781
Per1,WT,3,4.0,8.045879215447368
Per1,WT,3,6.0,7.604714204729259
Per1,WT,3,8.0,7.264002624365859
Per1,WT,3,10.0,6.509724039390673
Per1,WT,3,12.0,6.475433884536918
Per1,WT,3,14.0,5.892575412804547
Per1,WT,3,16.0,6.434832354771167
Per1,WT,3,18.0,6.512641337614726
Per1,WT,3,20.0,7.261746195984287
Per1,WT,3,22.0,7.792786685000068
Per1,WT,3,24.0,7.673811897247072
Per1,WT,3,26.0,7.9434664279759115
Per1,WT,3,28.0,7.819689128460902
Per1,WT,3,30.0,7.756109087309478
Per1,WT,3,32.0,7.175811174655934
Per1,WT,3,34.0,6.248997691767016
Per1,WT,3,36.0,6.361058267031719
Per1,WT,3,38.0,6.34662151273702
Per1,WT,3,40.0,6.849354592961569
Per1,WT,3,42.0,6.2579822218619245
Per1,WT,3,44.0,7.006481083290622
Per1,WT,3,46.0,7.914094040349777
Per1,WT,3,48.0,7.539657554501289
Per1,WT,4,0.0,7.535098047943315
Per1,WT,4,2.0,8.08679855824712
Per1,WT,4,4.0,8.089565703599641
Per1,WT,4,6.0,7.333481962957002
Per1,WT,4,8.0,7.180680531125887
Per1,WT,4,10.0,6.623119723342331
Per1,WT,4,12.0,6.648082013434949
Per1,WT,4,14.0,6.157462032877782
Per1,WT,4,16.0,6.539894230046819
Per1,WT,4,18.0,6.409456950193174
Per1,WT,4,20.0,7.046938557388746
Per1,WT,4,22.0,7.517199542455515
Per1,WT,4,24.0,8.14258642212051
Per1,WT,4,26.0,8.101177057730713
Per1,WT,4,28.0,7.6220121890235095
Per1,WT,4,30.0,7.629184823769306
Per1,WT,4,32.0,7.190829470920392
Per1,WT,4,34.0,6.525905647189769
Per1,WT,4,36.0,6.182240623096628
Per1,WT,4,38.0,6.111898399036597
Per1,WT,4,40.0,5.894655017482412
Per1,WT,4,42.0,6.724955248081627
Per1,WT,4,44.0,7.199213640580941
Per1,WT,4,46.0,7.3643691123881965
Per1,WT,4,48.0,8.06403669162173
Per2,WT,1,0.0,5.705839833934016
Per2,WT,1,2.0,6.1740580743568305
Per2,WT,1,4.0,6.193206739828296
Per2,WT,1,6.0,6.545959558370246
Per2,WT,1,8.0,5.195040092215882
Per2,WT,1,10.0,5.213652244096223
Per2,WT,1,12.0,4.861220438698656
Per2,WT,1,14.0,4.46918300831967
Per2,WT,1,16.0,4.683979547868587
Per2,WT,1,18.0,4.412581022455684
Per2,WT,1,20.0,4.554071336380991
Per2,WT,1,22.0,5.837318211378132
Per2,WT,1,24.0,5.786708913434016
Per2,WT,1,26.0,6.242837395088742
Per2,WT,1,28.0,6.0021833404594345
Per2,WT,1,30.0,6.273625425325513
Per2,WT,1,32.0,5.759653613480042
Per2,WT,1,34.0,4.842599486317376
Per2,WT,1,36.0,4.81599567433169
Per2,WT,1,38.0,4.39400361468834
Per2,WT,1,40.0,4.370126990733081
Per2,WT,1,42.0,4.717100684769816
Per2,WT,1,44.0,5.125210867829643
Per2,WT,1,46.0,5.849310158334466
Per2,WT,1,48.0,6.197777466727343
Per2,WT,2,0.0,5.961714781281467
Per2,WT,2,2.0,6.563575216158959
Per2,WT,2,4.0,6.159142603385228
Per2,WT,2,6.0,6.120815511139879
Per2,WT,2,8.0,5.700374950843431
Per2,WT,2,10.0,5.44269644525379
Per2,WT,2,12.0,4.499329278464174
Per2,WT,2,14.0,4.810522228887305
Per2,WT,2,16.0,4.432568799685846
Per2,WT,2,18.0,4.614771216574146
Per2,WT,2,20.0,4.9560177992243855
Per2,WT,2,22.0,5.792187093899199
Per2,WT,2,24.0,6.097899765712385
Per2,WT,2,26.0,6.048535047743279
Per2,WT,2,28.0,6.01492304575097
Per2,WT,2,30.0,5.871660159137996
Per2,WT,2,32.0,5.374364553795394
Per2,WT,2,34.0,5.295190999725927
Per2,WT,2,36.0,4.934007287671819
Per2,WT,2,38.0,4.580824205825288
Per2,WT,2,40.0,4.494441420880784
Per2,WT,2,42.0,4.595686967298073
Per2,WT,2,44.0,5.1895190105221936
Per2,WT,2,46.0,5.916735593888861
Per2,WT,2,48.0,6.652933632547401
Per2,WT,3,0.0,6.277306369215371
Per2,WT,3,2.0,6.241908243631388
Per2,WT,3,4.0,6.321517776018907
Per2,WT,3,6.0,5.928445875085058
Per2,WT,3,8.0,5.399236464042998
Per2,WT,3,10.0,5.0269341797401665
Per2,WT,3,12.0,4.674593292352695
Per2,WT,3,14.0,4.833727013979095
Per2,WT,3,16.0,4.401535679268588
Per2,WT,3,18.0,5.002604962978149
Per2,WT,3,20.0,5.566008257240222
Per2,WT,3,22.0,5.6653157067004924
Per2,WT,3,24.0,6.487615676505849
Per2,WT,3,26.0,6.503171215367447
Per2,WT,3,28.0,6.192511016075724
Per2,WT,3,30.0,6.076834967300349
Per2,WT,3,32.0,5.549085509274419
Per2,WT,3,34.0,4.964530644307886
Per2,WT,3,36.0,4.540427404930542
Per2,WT,3,38.0,4.399736625726659
Per2,WT,3,40.0,4.513519483493572
Per2,WT,3,42.0,4.481526050469543
Per2,WT,3,44.0,5.173551292293084
Per2,WT,3,46.0,5.314970086895473
Per2,WT,3,48.0,6.185389448936625
Per2,WT,4,0.0,6.2049814368352685
Per2,WT,4,2.0,6.3529999892950215
Per2,WT,4,4.0,6.383474795055871
Per2,WT,4,6.0,6.196567876262932
Per2,WT,4,8.0,5.4285608969761014
Per2,WT,4,10.0,5.01323246546351
Per2,WT,4,12.0,4.753420130255362
Per2,WT,4,14.0,4.625223050991989
Per2,WT,4,16.0,4.4872579121165534
Per2,WT,4,18.0,5.301480299826088
Per2,WT,4,20.0,5.10129584391282
Per2,WT,4,22.0,5.895528846474278
Per2,WT,4,24.0,6.40234787416431
Per2,WT,4,26.0,6.290994902639781
Per2,WT,4,28.0,6.091766619264943
Per2,WT,4,30.0,5.714889229206332
Per2,WT,4,32.0,5.583935304720479
Per2,WT,4,34.0,5.300188390428832
Per2,WT,4,36.0,4.658039812893129
Per2,WT,4,38.0,4.40689831870085
Per2,WT,4,40.0,4.310170727619841
Per2,WT,4,42.0,4.843003952457618
Per2,WT,4,44.0,4.641940444931201
Per2,WT,4,46.0,5.753652155225404
Per2,WT,4,48.0,6.127222151504813
Per3,WT,1,0.0,5.076142548690853
Per3,WT,1,2.0,6.186611094043329
Per3,WT,1,4.0,5.343940784018196
Per3,WT,1,6.0,5.280498835230074
Per3,WT,1,8.0,4.958130941669831
Per3,WT,1,10.0,5.173192789052314
Per3,WT,1,12.0,4.338419698558582
Per3,WT,1,14.0,4.511317218878352
Per3,WT,1,16.0,4.452524358964667
Per3,WT,1,18.0,4.520327494971304
Per3,WT,1,20.0,4.4257572209762746
Per3,WT,1,22.0,4.96338776577294
Per3,WT,1,24.0,5.8658994097481845
Per3,WT,1,26.0,5.333372926858424
Per3,WT,1,28.0,5.477051055446157
Per3,WT,1,30.0,5.485896534289049
Per3,WT,1,32.0,5.425960964979344
Per3,WT,1,34.0,4.9220978099743355
Per3,WT,1,36.0,4.717677186348059
Per3,WT,1,38.0,4.064893933574725
Per3,WT,1,40.0,4.548631532762316
Per3,WT,1,42.0,4.621834320367275
Per3,WT,1,44.0,4.388972370157553
Per3,WT,1,46.0,5.537626973911004
Per3,WT,1,48.0,6.048356893587689
Per3,WT,2,0.0,5.226583271044611
Per3,WT,2,2.0,5.656624817161539
Per3,WT,2,4.0,6.040149737683729
Per3,WT,2,6.0,5.179568902085189
Per3,WT,2,8.0,4.7608816387906
Per3,WT,2,10.0,4.571364808062662
Per3,WT,2,12.0,4.418674217259362
Per3,WT,2,14.0,4.199542562641076
Per3,WT,2,16.0,4.457483614295003
Per3,WT,2,18.0,4.522543985200033
Per3,WT,2,20.0,4.441132631473236
Per3,WT,2,22.0,5.258259352792109
Per3,WT,2,24.0,5.916141002659967
Per3,WT,2,26.0,5.955325096471649
Per3,WT,2,28.0,5.932741657459153
Per3,WT,2,30.0,5.531502647114486
Per3,WT,2,32.0,5.469621295631139
Per3,WT,2,34.0,4.617654807330724
Per3,WT,2,36.0,4.719919805774987
Per3,WT,2,38.0,4.309905386947437
Per3,WT,2,40.0,4.595163808753176
Per3,WT,2,42.0,4.596079754037036
Per3,WT,2,44.0,4.5151435625103735
Per3,WT,2,46.0,5.184646160302563
Per3,WT,2,48.0,5.779812795996822
Per3,WT,3,0.0,5.136419139064588
Per3,WT,3,2.0,5.502926643461197
Per3,WT,3,4.0,5.4986258398099075
Per3,WT,3,6.0,5.175967474330549
Per3,WT,3,8.0,5.498663787375461
Per3,WT,3,10.0,5.223350164359149
Per3,WT,3,12.0,4.760451715612636
Per3,WT,3,14.0,4.404795694496618
Per3,WT,3,16.0,4.29263897475574
Per3,WT,3,18.0,4.515254967340432
Per3,WT,3,20.0,4.5697629683677325
Per3,WT,3,22.0,5.339875760382814
Per3,WT,3,24.0,5.708993748249262
Per3,WT,3,26.0,5.889197410205055
Per3,WT,3,28.0,5.5522277411085685
Per3,WT,3,30.0,5.546059250470845
Per3,WT,3,32.0,5.182268242225163
Per3,WT,3,34.0,5.306331709314952
Per3,WT,3,36.0,4.577090197004864
Per3,WT,3,38.0,3.8611997683351245
Per3,WT,3,40.0,4.412063796991082
Per3,WT,3,42.0,4.950143678490316
Per3,WT,3,44.0,4.958907437994103
Per3,WT,3,46.0,5.372517849445739
Per3,WT,3,48.0,5.484272745256101
Per3,WT,4,0.0,4.925880238784993
Per3,WT,4,2.0,5.190147174494129
Per3,WT,4,4.0,5.379307148222871
Per3,WT,4,6.0,5.518170950182058
Per3,WT,4,8.0,5.335846342680866
Per3,WT,4,10.0,5.067954376647522
Per3,WT,4,12.0,4.475326403157198
Per3,WT,4,14.0,4.583385430240071
Per3,WT,4,16.0,4.235709631239449
Per3,WT,4,18.0,4.279287513372509
Per3,WT,4,20.0,4.965562376501727
Per3,WT,4,22.0,4.8878031144938525
Per3,WT,4,24.0,4.765349434534391
Per3,WT,4,26.0,5.391072336967103
Per3,WT,4,28.0,5.7085046819139915
Per3,WT,4,30.0,4.756413725221729
Per3,WT,4,32.0,5.134428935425357
Per3,WT,4,34.0,4.776165422632365
Per3,WT,4,36.0,4.175552154281904
Per3,WT,4,38.0,3.961091625668272
Per3,WT,4,40.0,4.196821897258495
Per3,WT,4,42.0,4.342802073813866
Per3,WT,4,44.0,5.10259313628637
Per3,WT,4,46.0,5.246363683217385
Per3,WT,4,48.0,5.08004356716748
Cry1,WT,1,0.0,5.964058367616307
Cry1,WT,1,2.0,6.755577939444256
Cry1,WT,1,4.0,7.457734244114067
Cry1,WT,1,6.0,7.377530875617174
Cry1,WT,1,8.0,7.467530644757476
Cry1,WT,1,10.0,7.746094432154231
Cry1,WT,1,12.0,6.9780727202843655
Cry1,WT,1,14.0,6.502017923492275
Cry1,WT,1,16.0,5.824409560595392
Cry1,WT,1,18.0,5.760146709837783
Cry1,WT,1,20.0,6.3348094796704935
Cry1,WT,1,22.0,5.554243288886743
Cry1,WT,1,24.0,6.217280121739033
Cry1,WT,1,26.0,6.269441986309395
Cry1,WT,1,28.0,7.052058235530504
Cry1,WT,1,30.0,7.52312557300285
Cry1,WT,1,32.0,7.3278253236325
Cry1,WT,1,34.0,7.441259296530593
Cry1,WT,1,36.0,7.126654469275114
Cry1,WT,1,38.0,6.648847512684427
Cry1,WT,1,40.0,6.57117146337786
Cry1,WT,1,42.0,6.063786959569953
Cry1,WT,1,44.0,5.716120350162865
Cry1,WT,1,46.0,5.762646714197171
Cry1,WT,1,48.0,6.040962803429234
Cry1,WT,2,0.0,6.296688094484246
Cry1,WT,2,2.0,6.498362104101207
Cry1,WT,2,4.0,7.666031811625665
Cry1,WT,2,6.0,7.741517903585657
Cry1,WT,2,8.0,7.336221508716024
Cry1,WT,2,10.0,7.198623502570483
Cry1,WT,2,12.0,7.406284719618225
Cry1,WT,2,14.0,6.108453217749712
Cry1,WT,2,16.0,6.064833991342032
Cry1,WT,2,18.0,6.126089968143553
Cry1,WT,2,20.0,5.562106901291214
Cry1,WT,2,22.0,5.79047114373555
Cry1,WT,2,24.0,6.126696903512048
Cry1,WT,2,26.0,6.786725967424115
Cry1,WT,2,28.0,7.054321019723346
Cry1,WT,2,30.0,7.401735624711853
Cry1,WT,2,32.0,7.537558584881632
Cry1,WT,2,34.0,7.266157036000002
Cry1,WT,2,36.0,7.224085062460073
Cry1,WT,2,38.0,6.35485159088129
Cry1,WT,2,40.0,5.783079089617213
Cry1,WT,2,42.0,5.424859619867328
Cry1,WT,2,44.0,5.38710779695583
Cry1,WT,2,46.0,5.795223668933306
