gene,condition,replicate,time_h,log2_expr
Npas2,KO,1,24.0,4.816355158162097
Npas2,KO,1,26.0,5.329796733283071
Npas2,KO,1,28.0,4.7156136251044165
Npas2,KO,1,30.0,4.783310747465898
Npas2,KO,1,32.0,5.1778891653943475
Npas2,KO,1,34.0,4.280625813857734
Npas2,KO,1,36.0,4.482084796545466
Npas2,KO,1,38.0,4.9050438056247225
Npas2,KO,1,40.0,5.019777205439997
Npas2,KO,1,42.0,5.043769758880959
Npas2,KO,1,44.0,4.819042701272545
Npas2,KO,1,46.0,4.539228252158713
Npas2,KO,1,48.0,5.109160131507757
Npas2,KO,2,0.0,5.221405666939764
Npas2,KO,2,2.0,4.568361332489817
Npas2,KO,2,4.0,4.850325243043406
Npas2,KO,2,6.0,5.302035690193626
Npas2,KO,2,8.0,4.90176790718434
Npas2,KO,2,10.0,4.5877042152311285
Npas2,KO,2,12.0,4.7897737375284155
Npas2,KO,2,14.0,4.808205174243686
Npas2,KO,2,16.0,4.988437681575441
Npas2,KO,2,18.0,5.130442354892604
Npas2,KO,2,20.0,4.663809410960894
Npas2,KO,2,22.0,4.735091474834492
Npas2,KO,2,24.0,5.158290554616511
Npas2,KO,2,26.0,5.087366891613567
Npas2,KO,2,28.0,5.243706139594502
Npas2,KO,2,30.0,4.528997837799066
Npas2,KO,2,32.0,4.656812049268356
Npas2,KO,2,34.0,5.15493431313927
Npas2,KO,2,36.0,4.6583101601940715
Npas2,KO,2,38.0,4.982058558615643
Npas2,KO,2,40.0,4.885869364737878
Npas2,KO,2,42.0,4.709915996535548
Npas2,KO,2,44.0,5.272284292523999
Npas2,KO,2,46.0,4.89593427217736
Npas2,KO,2,48.0,4.7707056723471855
Npas2,KO,3,0.0,5.068304358084703
Npas2,KO,3,2.0,4.915870632744484
Npas2,KO,3,4.0,4.427286036816222
Npas2,KO,3,6.0,4.626113237366451
Npas2,KO,3,8.0,4.544201738476407
Npas2,KO,3,10.0,4.352367805320769
Npas2,KO,3,12.0,5.145694343935094
Npas2,KO,3,14.0,5.26568830891741
Npas2,KO,3,16.0,5.204069448847516
Npas2,KO,3,18.0,4.450650521638667
Npas2,KO,3,20.0,5.001867284023464
Npas2,KO,3,22.0,5.072736441156029
Npas2,KO,3,24.0,4.754601593936213
Npas2,KO,3,26.0,5.107307033356233
Npas2,KO,3,28.0,4.615615686279928
Npas2,KO,3,30.0,4.626237756330216
Npas2,KO,3,32.0,4.6875618714797795
Npas2,KO,3,34.0,4.716041053505065
Npas2,KO,3,36.0,4.643103242876343
Npas2,KO,3,38.0,5.143632246201073
Npas2,KO,3,40.0,4.627379816973825
Npas2,KO,3,42.0,4.781250005908142
Npas2,KO,3,44.0,4.737480948525345
Npas2,KO,3,46.0,5.4579337788143425
Npas2,KO,3,48.0,4.671287593092011
Npas2,KO,4,0.0,5.228333021083882
Npas2,KO,4,2.0,5.313733961646771
Npas2,KO,4,4.0,4.5272955612970165
Npas2,KO,4,6.0,4.634682641109159
Npas2,KO,4,8.0,4.785892929293326
Npas2,KO,4,10.0,4.5516785122671735
Npas2,KO,4,12.0,5.207167093279466
Npas2,KO,4,14.0,4.780409358479242
Npas2,KO,4,16.0,5.167578376337886
Npas2,KO,4,18.0,5.035612568365996
Npas2,KO,4,20.0,4.905760673410234
Npas2,KO,4,22.0,5.142012997999288
Npas2,KO,4,24.0,4.823131849420299
Npas2,KO,4,26.0,5.165779731074598
Npas2,KO,4,28.0,4.5685001270582735
Npas2,KO,4,30.0,4.711881910309712
Npas2,KO,4,32.0,5.204011165553041
Npas2,KO,4,34.0,4.371622895441837
Npas2,KO,4,36.0,5.019628145288477
Npas2,KO,4,38.0,4.796375774468166
Npas2,KO,4,40.0,4.762447739926511
Npas2,KO,4,42.0,4.724302907002968
Npas2,KO,4,44.0,5.22324086145024
Npas2,KO,4,46.0,4.516075023387806
Npas2,KO,4,48.0,5.109345826252713
Clock,KO,1,0.0,7.90823187471869
Clock,KO,1,2.0,7.6598172106989875
Clock,KO,1,4.0,7.746702793129744
Clock,KO,1,6.0,7.951311737899697
Clock,KO,1,8.0,7.6301346966188754
Clock,KO,1,10.0,7.402303303342684
Clock,KO,1,12.0,7.854676495980802
Clock,KO,1,14.0,7.572949946635093
Clock,KO,1,16.0,7.681332625332265
Clock,KO,1,18.0,7.7975783391497595
Clock,KO,1,20.0,7.968630580168831
Clock,KO,1,22.0,8.238397921413192
Clock,KO,1,24.0,7.869830886990117
Clock,KO,1,26.0,7.812961790734756
Clock,KO,1,28.0,7.989058011970705
Clock,KO,1,30.0,7.8556260492649495
Clock,KO,1,32.0,7.361392657388374
Clock,KO,1,34.0,7.633481771463368
Clock,KO,1,36.0,7.474273250644449
Clock,KO,1,38.0,7.958346691291664
Clock,KO,1,40.0,8.10253718281285
Clock,KO,1,42.0,7.873245079964621
Clock,KO,1,44.0,7.526308100985067
Clock,KO,1,46.0,7.984483432701194
Clock,KO,1,48.0,7.543303627952836
Clock,KO,2,0.0,7.852275564867071
Clock,KO,2,2.0,7.467291473765629
Clock,KO,2,4.0,7.422107532355022
Clock,KO,2,6.0,7.423454676806051
Clock,KO,2,8.0,7.7839131198225555
Clock,KO,2,10.0,7.617250427051087
Clock,KO,2,12.0,7.893279141640746
Clock,KO,2,14.0,7.459783208291482
Clock,KO,2,16.0,7.907166356080598
Clock,KO,2,18.0,7.62964535320221
Clock,KO,2,20.0,8.097462565128078
Clock,KO,2,22.0,8.039165737336377
Clock,KO,2,24.0,7.7301276187249215
Clock,KO,2,26.0,7.811250763173334
Clock,KO,2,28.0,7.845081262766624
Clock,KO,2,30.0,7.900124846018694
Clock,KO,2,32.0,7.715632702845981
Clock,KO,2,34.0,8.05810370252889
Clock,KO,2,36.0,7.657080434345789
Clock,KO,2,38.0,7.30290938301793
Clock,KO,2,40.0,7.845783110244645
Clock,KO,2,42.0,7.757095029820995
Clock,KO,2,44.0,7.992297583136679
Clock,KO,2,46.0,7.933191879271671
Clock,KO,2,48.0,7.816564214759455
Clock,KO,3,0.0,7.815765089287955
Clock,KO,3,2.0,7.798936435751409
Clock,KO,3,4.0,7.604069051306179
Clock,KO,3,6.0,7.470204989365404
Clock,KO,3,8.0,7.574362706486051
Clock,KO,3,10.0,7.759881841892721
Clock,KO,3,12.0,7.217831322446561
Clock,KO,3,14.0,7.675688111937458
Clock,KO,3,16.0,7.539116596780506
Clock,KO,3,18.0,7.762409640578617
Clock,KO,3,20.0,7.580955197832047
Clock,KO,3,22.0,7.799803839767795
Clock,KO,3,24.0,7.727153411644502
Clock,KO,3,26.0,8.108199742629253
Clock,KO,3,28.0,7.698370057383402
Clock,KO,3,30.0,7.723303030907336
Clock,KO,3,32.0,7.790625966323727
Clock,KO,3,34.0,7.32972035250173
Clock,KO,3,36.0,7.516147671621047
Clock,KO,3,38.0,8.143252655053754
Clock,KO,3,40.0,7.913317223158042
Clock,KO,3,42.0,7.8052628746974495
Clock,KO,3,44.0,8.054577628713954
Clock,KO,3,46.0,7.739131761410829
Clock,KO,3,48.0,7.721904745667275
Clock,KO,4,0.0,7.71327709540827
Clock,KO,4,2.0,7.32327582991089
Clock,KO,4,4.0,8.003657997121305
Clock,KO,4,6.0,7.727271022617872
Clock,KO,4,8.0,7.75606570841081
Clock,KO,4,10.0,7.699156315452123
Clock,KO,4,12.0,7.625430719661022
Clock,KO,4,14.0,7.219842982214058
Clock,KO,4,16.0,7.822386199716423
Clock,KO,4,18.0,8.329707312664901
Clock,KO,4,20.0,8.031357373182036
Clock,KO,4,22.0,7.712189260152831
Clock,KO,4,24.0,7.553018822996075
Clock,KO,4,26.0,7.7906022929455006
Clock,KO,4,28.0,7.876906354424025
Clock,KO,4,30.0,7.754105144620267
Clock,KO,4,32.0,7.99270275359614
Clock,KO,4,34.0,7.545903727778808
Clock,KO,4,36.0,8.051111924361196
Clock,KO,4,38.0,7.822974803796509
Clock,KO,4,40.0,7.646898436053339
Clock,KO,4,42.0,7.713276759672483
Clock,KO,4,44.0,7.871027703991786
Clock,KO,4,46.0,7.974767542143895
Clock,KO,4,48.0,7.802303577853301
Per1,KO,1,0.0,7.646122093217372
Per1,KO,1,2.0,7.892243348437255
Per1,KO,1,4.0,6.78281888874237
Per1,KO,1,6.0,6.618581739092769
Per1,KO,1,8.0,7.099084875228825
Per1,KO,1,10.0,6.815304248176105
Per1,KO,1,12.0,7.079697064932225
Per1,KO,1,14.0,6.649238938690729
Per1,KO,1,16.0,7.087200973358863
Per1,KO,1,18.0,7.383584745305707
Per1,KO,1,20.0,7.33414434700638
Per1,KO,1,22.0,6.783051249702835
Per1,KO,1,24.0,6.9803146999250165
Per1,KO,1,26.0,7.278977448267861
Per1,KO,1,28.0,7.513760443372711
Per1,KO,1,30.0,6.819295515107374
Per1,KO,1,32.0,6.844027886023609
Per1,KO,1,34.0,7.336936712996975
Per1,KO,1,36.0,6.967716738277938
Per1,KO,1,38.0,6.800841501322035
Per1,KO,1,40.0,7.320317523344726
Per1,KO,1,42.0,6.637516939675335
Per1,KO,1,44.0,6.886537868463231
Per1,KO,1,46.0,7.299112437721201
Per1,KO,1,48.0,6.900446211625884
Per1,KO,2,0.0,7.691585600211394
Per1,KO,2,2.0,6.984696628356634
Per1,KO,2,4.0,7.386385573675576
Per1,KO,2,6.0,7.237946956249194
Per1,KO,2,8.0,7.4820682899962545
Per1,KO,2,10.0,6.995773226934102
Per1,KO,2,12.0,6.963278417316507
Per1,KO,2,14.0,7.027886487404152
Per1,KO,2,16.0,7.315862166739963
Per1,KO,2,18.0,6.870198671167744
Per1,KO,2,20.0,7.021492763349704
Per1,KO,2,22.0,7.544961634285125
Per1,KO,2,24.0,7.25277020270587
Per1,KO,2,26.0,7.238756237940894
Per1,KO,2,28.0,6.92735212323906
Per1,KO,2,30.0,7.272833969823603
Per1,KO,2,32.0,6.766376523497952
Per1,KO,2,34.0,6.684537981639871
Per1,KO,2,36.0,6.821925158734261
Per1,KO,2,38.0,7.411956545169159
Per1,KO,2,40.0,7.099345434464468
Per1,KO,2,42.0,6.8240102525212905
Per1,KO,2,44.0,6.967981903657955
Per1,KO,2,46.0,7.170222290543325
Per1,KO,2,48.0,7.352916385962233
Per1,KO,3,0.0,7.092292532659009
Per1,KO,3,2.0,7.625607237461421
Per1,KO,3,4.0,7.425384624076137
Per1,KO,3,6.0,6.945517381590226
Per1,KO,3,8.0,6.977066385783695
Per1,KO,3,10.0,7.17987681458447
Per1,KO,3,12.0,6.97980331016404
Per1,KO,3,14.0,7.086204687725852
Per1,KO,3,16.0,6.788944365936965
Per1,KO,3,18.0,6.60017164138306
Per1,KO,3,20.0,7.664211261663887
Per1,KO,3,22.0,7.1002062190237805
Per1,KO,3,24.0,7.113814679005639
Per1,KO,3,26.0,7.184886157982324
Per1,KO,3,28.0,7.391494890748447
Per1,KO,3,30.0,7.289805088025469
Per1,KO,3,32.0,6.8004392188547005
Per1,KO,3,34.0,7.029274020827204
Per1,KO,3,36.0,7.074828211829191
Per1,KO,3,38.0,7.247968132467017
Per1,KO,3,40.0,6.907428584844929
Per1,KO,3,42.0,7.152865749161549
Per1,KO,3,44.0,7.113814096030531
Per1,KO,3,46.0,7.402395371750791
Per1,KO,3,48.0,6.405297394477073
Per1,KO,4,0.0,7.520548584361271
Per1,KO,4,2.0,7.376159436169918
Per1,KO,4,4.0,7.361186199001726
Per1,KO,4,6.0,7.117773524973833
Per1,KO,4,8.0,6.869748634932762
Per1,KO,4,10.0,7.224580240047134
Per1,KO,4,12.0,7.143622439725776
Per1,KO,4,14.0,6.841574771214389
Per1,KO,4,16.0,6.71368835987674
Per1,KO,4,18.0,7.195313498935722
Per1,KO,4,20.0,6.840187905827532
Per1,KO,4,22.0,7.22002035965235
Per1,KO,4,24.0,7.436657037228156
Per1,KO,4,26.0,7.1092049217528634
Per1,KO,4,28.0,7.114814435323609
Per1,KO,4,30.0,7.088914886448805
Per1,KO,4,32.0,7.404031488238511
Per1,KO,4,34.0,7.408253756351256
Per1,KO,4,36.0,7.0785962196066095
Per1,KO,4,38.0,7.243129281857365
Per1,KO,4,40.0,7.068763870479871
Per1,KO,4,42.0,6.933285799937112
Per1,KO,4,44.0,7.249571623046425
Per1,KO,4,46.0,7.035337841698475
Per1,KO,4,48.0,6.845037867837355
Per2,KO,1,0.0,5.220329219645249
Per2,KO,1,2.0,5.8059573138145675
Per2,KO,1,4.0,5.250504461958562
Per2,KO,1,6.0,5.14649247238015
Per2,KO,1,8.0,5.31147260856633
Per2,KO,1,10.0,5.537461312210605
Per2,KO,1,12.0,4.911226974188641
Per2,KO,1,14.0,5.500655085687108
Per2,KO,1,16.0,5.440724573046191
Per2,KO,1,18.0,5.040604336502601
Per2,KO,1,20.0,5.061042942532797
Per2,KO,1,22.0,5.302897135962567
Per2,KO,1,24.0,5.8302366285915355
Per2,KO,1,26.0,5.284108789453457
Per2,KO,1,28.0,5.618277433342519
Per2,KO,1,30.0,5.58265464089607
Per2,KO,1,32.0,4.94985064530898
Per2,KO,1,34.0,5.3463330426464175
Per2,KO,1,36.0,5.593419620128329
Per2,KO,1,38.0,5.2224028470606205
Per2,KO,1,40.0,5.652156117974294
Per2,KO,1,42.0,5.0772907833939485
Per2,KO,1,44.0,4.979366328427428
Per2,KO,1,46.0,5.23709226733694
Per2,KO,1,48.0,5.511354130307607
Per2,KO,2,0.0,5.498975725073628
Per2,KO,2,2.0,5.789139830580495
Per2,KO,2,4.0,5.106194898310613
Per2,KO,2,6.0,5.279662468972765
Per2,KO,2,8.0,5.720477884800416
Per2,KO,2,10.0,4.739760665327546
Per2,KO,2,12.0,5.421550381630429
Per2,KO,2,14.0,5.120207818133779
Per2,KO,2,16.0,5.157920268781218
Per2,KO,2,18.0,5.2639467430943725
Per2,KO,2,20.0,4.979572750212509
Per2,KO,2,22.0,5.579568721109927
Per2,KO,2,24.0,5.493716498820282
Per2,KO,2,26.0,5.652971723350467
Per2,KO,2,28.0,5.388985255958196
Per2,KO,2,30.0,5.111731878558412
Per2,KO,2,32.0,5.509954688112824
Per2,KO,2,34.0,5.013044808548803
Per2,KO,2,36.0,5.118524543284308
Per2,KO,2,38.0,5.8728285105906
Per2,KO,2,40.0,5.617140165794369
Per2,KO,2,42.0,5.458925473639081
Per2,KO,2,44.0,5.719187775802402
Per2,KO,2,46.0,5.275796201162505
Per2,KO,2,48.0,5.49538569526537
Per2,KO,3,0.0,5.393332949627236
Per2,KO,3,2.0,5.4765596153928575
Per2,KO,3,4.0,5.515722358845242
Per2,KO,3,6.0,5.800571222659896
Per2,KO,3,8.0,5.205272896814
Per2,KO,3,10.0,5.619738446133553
Per2,KO,3,12.0,5.343323905722688
Per2,KO,3,14.0,4.903509844954685
Per2,KO,3,16.0,4.861930559184012
Per2,KO,3,18.0,5.172636033750324
Per2,KO,3,20.0,5.617462935862516
Per2,KO,3,22.0,5.413912417142632
Per2,KO,3,24.0,5.805314421047637
Per2,KO,3,26.0,5.395105776213874
Per2,KO,3,28.0,5.705050190873798
Per2,KO,3,30.0,5.412500308804504
Per2,KO,3,32.0,5.121018552362237
Per2,KO,3,34.0,5.528893593781006
Per2,KO,3,36.0,5.163081044266584
Per2,KO,3,38.0,4.995653099210766
Per2,KO,3,40.0,5.161201895915661
Per2,KO,3,42.0,5.252002110985219
Per2,KO,3,44.0,5.412500646126416
Per2,KO,3,46.0,5.563610716394051
Per2,KO,3,48.0,5.502864214198355
Per2,KO,4,0.0,6.122955589783182
Per2,KO,4,2.0,5.070053531301295
Per2,KO,4,4.0,5.449948223832348
Per2,KO,4,6.0,6.077111562956034
Per2,KO,4,8.0,5.303011960572203
Per2,KO,4,10.0,5.0409524590468315
Per2,KO,4,12.0,5.157919144040612
Per2,KO,4,14.0,5.102397521093253
Per2,KO,4,16.0,5.223540132528965
Per2,KO,4,18.0,5.783650894910876
Per2,KO,4,20.0,4.99986331612971
Per2,KO,4,22.0,5.176889624929589
Per2,KO,4,24.0,5.7078304341015675
Per2,KO,4,26.0,5.42652028941099
Per2,KO,4,28.0,5.434816803936051
Per2,KO,4,30.0,5.257443939876548
Per2,KO,4,32.0,5.588680540455561
Per2,KO,4,34.0,5.096557775781546
Per2,KO,4,36.0,5.592573197279792
Per2,KO,4,38.0,5.383137678630145
Per2,KO,4,40.0,5.3051851521574065
Per2,KO,4,42.0,5.218010015770031
Per2,KO,4,44.0,5.591225218896569
Per2,KO,4,46.0,5.437449797807417
Per2,KO,4,48.0,5.254266953361434
Per3,KO,1,0.0,5.115742644393771
Per3,KO,1,2.0,4.8664875895145485
Per3,KO,1,4.0,5.421360877977966
Per3,KO,1,6.0,5.406204122848355
Per3,KO,1,8.0,5.312660899314892
Per3,KO,1,10.0,5.082993774837041
Per3,KO,1,12.0,5.131228322120458
Per3,KO,1,14.0,4.660212658948576
Per3,KO,1,16.0,4.909951757417517
Per3,KO,1,18.0,4.942071482348656
Per3,KO,1,20.0,4.971072340894155
Per3,KO,1,22.0,5.163337270134431
Per3,KO,1,24.0,4.894856453095239
Per3,KO,1,26.0,4.820070042842135
Per3,KO,1,28.0,5.306912510471147
Per3,KO,1,30.0,4.9269860267786765
Per3,KO,1,32.0,4.843863914741654
Per3,KO,1,34.0,4.499361016043109
Per3,KO,1,36.0,4.662426078820071
Per3,KO,1,38.0,4.946438948686922
Per3,KO,1,40.0,5.072061183337206
Per3,KO,1,42.0,4.557077404633798
Per3,KO,1,44.0,4.998934646138537
Per3,KO,1,46.0,5.085158803896978
Per3,KO,1,48.0,4.876255505873636
Per3,KO,2,0.0,5.099481740418042
Per3,KO,2,2.0,5.4819629913495
Per3,KO,2,4.0,4.91150022314035
Per3,KO,2,6.0,4.633315184825394
Per3,KO,2,8.0,4.931025614650602
Per3,KO,2,10.0,4.786855548367697
Per3,KO,2,12.0,4.987767780150202
Per3,KO,2,14.0,5.17250841567067
Per3,KO,2,16.0,5.221253380795838
Per3,KO,2,18.0,5.080136458970338
Per3,KO,2,20.0,5.351332363630844
Per3,KO,2,22.0,5.091517866492849
Per3,KO,2,24.0,5.258093766017
Per3,KO,2,26.0,5.088897069296568
Per3,KO,2,28.0,5.069827026981678
Per3,KO,2,30.0,4.874051716317272
Per3,KO,2,32.0,5.001317225181573
Per3,KO,2,34.0,4.856846286063469
Per3,KO,2,36.0,4.926343094926908
Per3,KO,2,38.0,5.018660601855708
Per3,KO,2,40.0,5.289213098259108
Per3,KO,2,42.0,4.9363205333131495
Per3,KO,2,44.0,5.155694548811633
Per3,KO,2,46.0,4.690629452661685
Per3,KO,2,48.0,4.928273554061716
Per3,KO,3,0.0,5.40209910473775
Per3,KO,3,2.0,5.213635747314188
Per3,KO,3,4.0,4.642836210148661
Per3,KO,3,6.0,5.048151379181506
Per3,KO,3,8.0,4.962677578730833
Per3,KO,3,10.0,4.709504977223885
Per3,KO,3,12.0,4.558880290572599
Per3,KO,3,14.0,4.758699415696861
Per3,KO,3,16.0,4.73007338996489
Per3,KO,3,18.0,5.176955895145494
Per3,KO,3,20.0,5.143819595288317
Per3,KO,3,22.0,5.15991336658938
Per3,KO,3,24.0,5.270266086227201
Per3,KO,3,26.0,4.4550862142811445
Per3,KO,3,28.0,4.93117971604923
Per3,KO,3,30.0,5.085080155823444
Per3,KO,3,32.0,4.832594598309092
Per3,KO,3,34.0,4.8430351645422
Per3,KO,3,36.0,4.800167415179038
Per3,KO,3,38.0,5.041773045555316
Per3,KO,3,40.0,4.985518347910527
Per3,KO,3,42.0,5.307529098795395
Per3,KO,3,44.0,5.098078507947992
Per3,KO,3,46.0,5.053073996965897
Per3,KO,3,48.0,4.994473004992475
Per3,KO,4,0.0,4.886663917365896
Per3,KO,4,2.0,5.15790708210311
Per3,KO,4,4.0,5.303043320152499
Per3,KO,4,6.0,5.173758993587573
Per3,KO,4,8.0,4.758347401490225
Per3,KO,4,10.0,4.629108391751762
Per3,KO,4,12.0,5.173975353858182
Per3,KO,4,14.0,5.0451479456477095
Per3,KO,4,16.0,5.071075105140359
Per3,KO,4,18.0,4.785576238898214
Per3,KO,4,20.0,5.186800976536194
Per3,KO,4,22.0,5.182544185566468
Per3,KO,4,24.0,4.938358175078066
Per3,KO,4,26.0,5.145887541946222
Per3,KO,4,28.0,4.773608594024881
Per3,KO,4,30.0,4.981234409245451
Per3,KO,4,32.0,4.501800813816757
Per3,KO,4,34.0,4.931189204999566
Per3,KO,4,36.0,5.617427506888889
Per3,KO,4,38.0,5.179633435551874
Per3,KO,4,40.0,5.43421256811804
Per3,KO,4,42.0,5.1501667011013765
Per3,KO,4,44.0,5.066383789733725
Per3,KO,4,46.0,5.0627548863599765
Per3,KO,4,48.0,4.908275541107107
Cry1,KO,1,0.0,6.082681073742565
Cry1,KO,1,2.0,6.2950837096669705
Cry1,KO,1,4.0,6.613289218556366
Cry1,KO,1,6.0,7.451460453868823
Cry1,KO,1,8.0,6.759708415151441
Cry1,KO,1,10.0,6.504628597268173
Cry1,KO,1,12.0,6.880050090568357
Cry1,KO,1,14.0,6.7159481944902915
Cry1,KO,1,16.0,6.538857431872533
Cry1,KO,1,18.0,6.3251196872173105
Cry1,KO,1,20.0,6.562927575975666
Cry1,KO,1,22.0,6.493581510197159
Cry1,KO,1,24.0,6.616916394758118
Cry1,KO,1,26.0,6.70017806801791
Cry1,KO,1,28.0,6.676646461074334
Cry1,KO,1,30.0,6.369559299337326
Cry1,KO,1,32.0,6.734246218658969
Cry1,KO,1,34.0,6.706000182108715
Cry1,KO,1,36.0,6.235725819796708
Cry1,KO,1,38.0,6.684818419980713
Cry1,KO,1,40.0,6.581331754850546
Cry1,KO,1,42.0,6.696748521979069
Cry1,KO,1,44.0,6.326908923985359
Cry1,KO,1,46.0,6.518500763260582
Cry1,KO,1,48.0,6.538437857516442
Cry1,KO,2,0.0,5.586485363759409
Cry1,KO,2,2.0,6.601564463855772
Cry1,KO,2,4.0,6.520148832207025
Cry1,KO,2,6.0,6.725336665349039
Cry1,KO,2,8.0,6.375019632483456
Cry1,KO,2,10.0,6.264336160255075
Cry1,KO,2,12.0,6.314367443822659
Cry1,KO,2,14.0,6.051312385733768
Cry1,KO,2,16.0,6.401092527729573
Cry1,KO,2,18.0,6.6936415019634445
Cry1,KO,2,20.0,6.960349509574574
Cry1,KO,2,22.0,6.892171430915109
Cry1,KO,2,24.0,6.929747060883558
Cry1,KO,2,26.0,6.928709327269445
Cry1,KO,2,28.0,7.142625687728447
Cry1,KO,2,30.0,6.6513157626391095
Cry1,KO,2,32.0,6.841814956147616
Cry1,KO,2,34.0,6.767961033249031
Cry1,KO,2,36.0,5.950434308851452
Cry1,KO,2,38.0,6.644385247795825
Cry1,KO,2,40.0,6.619094819972122
Cry1,KO,2,42.0,6.701506049371197
Cry1,KO,2,44.0,6.473491252206378
Cry1,KO,2,46.0,6.416349310662489
